url,title,type_tv,alt_title,description,popularity,status,last_episode_number,normalized_rating,genre_1,genre_2,genre_3
https://www3.animeflv.net/anime/sakamoto-desu-ga,Sakamoto desu ga?,Anime,,"La historia está protagonizada por el estudiante más molón de todo instituto existente: Sakamoto. Cuando llega a un nuevo instituto llama la atención no solo entre sus compañeros, sino entre todo el cuerpo estudiantil, con lo que el resto de celosos estudiantes intentarán dejarle mal constantemente, aunque con sus frustrados intentos solo conseguirán que Sakamoto parezca más molón todavía.",8,Finalizado,13,9.4,Comedia,Escolares,Seinen
https://www3.animeflv.net/anime/hetalia-the-world-twinkle,Hetalia: The World Twinkle,Anime,,,2,Finalizado,15,9.4,Comedia,Historico,Parodia
https://www3.animeflv.net/anime/tsuki-ga-michibiku-isekai-douchuu,Tsuki ga Michibiku Isekai Douchuu,Anime,Tsukimichi -Moonlit Fantasy-,"La historia de fantasía se centra en Makoto Misumi, un chico ordinario de preparatoria que es enviado a un nuevo mundo como un valiente guerrero. Desafortunadamente, la diosa de ese nuevo mundo le dijo con desdén: “Qué feo eres”, lo despojó de su título y lo desterró a los confines más remotos del desierto.

Mientras deambulaba por la zona, Makoto se encontró con dragones, arañas, orcos, enanos y todo tipo de criaturas fantásticas. Debido a las diferencias en el entorno de su mundo natal, Makoto ahora exhibe extraordinarios poderes mágicos y de combate. Por lo tanto sobrevive en este mundo mientras se enfrenta a varias amenazas. Se levanta así el telón de la fantasía de reforma social del mundo alterno, centrada en un joven abandonado por los dioses y por los humanos.",9,Finalizado,12,9.8,Fantasía,Aventuras,
https://www3.animeflv.net/anime/grimms-notes-the-animation,Grimms Notes The Animation,Anime,,"En un mundo que parece sacado de un cuento de hadas, cada persona recibe un libro el día que nace. Estos libros los escribe un misterioso cuentacuentos y determinan todos los detalles de la vida de su dueño, atrapándolo en un destino del cual no puede escapar. Pero un día nace un héroe libre para decidir su destino, puesto que su libro solo contiene páginas en blanco. Esto sin embargo lo convierte en el único del mundo que no sabe qué hacer, así que vaga buscando un propósito en la vida. Para ello viaja por el mundo recorriendo tierras varias y conociendo a personajes de algunos de los cuentos clásicos más famosos. Junto a ellos luchará para conocer su destino y forjar su propia historia.",7,Finalizado,12,7.4,Acción,Fantasía,Aventuras
https://www3.animeflv.net/anime/grimms-notes-the-animation,Grimms Notes The Animation,Anime,,"En un mundo que parece sacado de un cuento de hadas, cada persona recibe un libro el día que nace. Estos libros los escribe un misterioso cuentacuentos y determinan todos los detalles de la vida de su dueño, atrapándolo en un destino del cual no puede escapar. Pero un día nace un héroe libre para decidir su destino, puesto que su libro solo contiene páginas en blanco. Esto sin embargo lo convierte en el único del mundo que no sabe qué hacer, así que vaga buscando un propósito en la vida. Para ello viaja por el mundo recorriendo tierras varias y conociendo a personajes de algunos de los cuentos clásicos más famosos. Junto a ellos luchará para conocer su destino y forjar su propia historia.",7,Finalizado,12,7.4,Acción,Fantasía,Aventuras
https://www3.animeflv.net/anime/hanayamata,Hanayamata,Anime,,"La historia está protagonizada por Naru Sekiya, una chica de apariencia normal, inteligencia normal, que no destaca en los deportes, y que lleva una vida de lo más corriente. Un día se hace amiga de Hana, una nueva compañera de clase muy extrovertida y espontánea que le cambia la vida al introducirla en el mundo del Yosakoi, un estilo de baile japonés.
Ibukis
Lean",2,Finalizado,12,9.7,Comedia,Escolares,Recuentos de la vida
https://www3.animeflv.net/anime/new-prince-of-tennis-ova,New Prince of Tennis Ova,OVA,,Continuación de The New Prince of Tennis.,2,Finalizado,10,9.1,Comedia,Acción,Shounen
https://www3.animeflv.net/anime/sekai-no-yami-zukan,Sekai no Yami Zukan,Anime,,,3,Finalizado,13,8.0,Sobrenatural,Terror,
https://www3.animeflv.net/anime/hangyakusei-million-arthur,Hangyakusei Million Arthur,Anime,Operation Han-Gyaku-Sei Million Arthur,Basado en el juego de rol en línea multijugador de Square Enix.,6,Finalizado,10,6.6,Acción,Fantasía,Aventuras
https://www3.animeflv.net/anime/to-love-ru-darkness-ova,To LOVE-Ru Darkness OVA,OVA,,"Tres episodios cortos protagonizados por Momo, Mikan y Haruna. Basadas en tres capítulos extras del manga titulados ?Prologue ~Project Begins?, ?Pollen Plan ~Dangerous Sister Love Affair~? y ?Body Touch? ~Nyanderful Life~?.",6,Finalizado,10,9.6,Comedia,Romance,Escolares
https://www3.animeflv.net/anime/grand-blue,Grand Blue,Anime,,"Iori Kitahara recién comienza su primer año en la universidad. Se muda a la tienda de submarinismo de su tío, Grand Blue, él anticipa la vida universitaria de sus sueños, llena de hermosas chicas y buenos amigos.

Pero las cosas no salen exactamente de acuerdo al plan. Se encuentra con un grupo de estudiantes, que de inmediato lo obliga a participar en sus actividades alcohólicas. Aunque no estaba dispuesto al principio, Iori rápidamente se rinde y se convierte en el alma de la fiesta.

Desafortunadamente, con eso gana el desprecio de su prima, Chisa Kotegawa. Sin embargo, Iori todavía promete cumplir su vida universitaria ideal, pero ¿las cosas irán de acuerdo con lo planeado esta vez?",8,Finalizado,12,9.8,Comedia,Recuentos de la vida,Seinen
https://www3.animeflv.net/anime/tokyo-revengers,Tokyo Revengers,Anime,,"Mientras miraba las noticias, Takemichi Hanagaki se entera de que su novia de secundaria, Hinata Tachibana, ha muerto. La única chica que alguna vez se fijó en él fue asesinada por un grupo de criminales conocidos como la Banda Tokyo Manji. Takemichi vive en un viejo departamento con delgadas paredes, y en su trabajo, su jefa seis años menor que él lo trata como basura. Para rematar, es un completo virgen…

En la cúspide de la miseria de su vida, de repente vuelve en el tiempo doce años a sus días de secundaria. Para salvar a Hinata y cambiar el curso del tiempo, ¡el alguna vez inútil trabajador de medio tiempo Takemichi deberá buscar volverse el líder de la banda criminal más tenebrosa de Tokio!",9,Finalizado,24,8.8,Acción,Escolares,Drama
https://www3.animeflv.net/anime/clockwork-planet,Clockwork Planet,Anime,,"La historia se desarrolla en un mundo el cual fue destruido y más tarde reconstruido utilizando mecanismos de relojería. Un día, fuera de la casa de un joven de instituto de nombre Naoto Miura, cae de repente una extraña caja, en cuyo interior se encuentra una chica autómata. Un interminable ciclo de fracaso y éxito. Un mundo variable y una humanidad invariable. Momentos en que la realidad y la fantasía gritan, ¡el encuentro entre ellos dos provocará que los engranajes del destino comiencen a moverse!",7,Finalizado,12,9.5,Fantasía,Ciencia Ficción,
https://www3.animeflv.net/anime/love-live-nijigasaki-gakuen-school-idol-doukoukai,Love Live! Nijigasaki Gakuen School Idol Doukoukai,Anime,Love Live! Nijigasaki High School Idol Club,"La Academia Nijigasaki ubicada en Odaiba, Tokio, es popular por ser una escuela pública y a sus diversas especialidades. La historia se centra en las miembros del club de idols de la preparatoria Nijigasaki, y en sus esfuerzos para conseguir la aprobación y el éxito requerido para evitar que el club sea clausurado.",6,Finalizado,13,9.3,Escolares,Recuentos de la vida,Música
https://www3.animeflv.net/anime/the-idolmster-cinderella-girls-u149,The IDOLM@STER Cinderella Girls: U149,Anime,,"Uzuki Shimamura es una aspirante a estudiante que sueña con ser una idol. Tras fracasar en su primera audición, un productor de 346 Productions le comunica a Uzuki que ha sido elegida para el “Proyecto Cenicienta”, un nuevo grupo de ídolos. Sin embargo, al proyecto le faltan otros dos miembros, por lo que el productor necesita buscar candidatos adecuados.

Los ojos del productor se posan en Rin Shibuya, que se encuentra en medio de un incidente con un público alterado. Mientras el imponente productor la defiende, los dos son llevados para ser interrogados por la policía, y liberados tras algunas explicaciones. Aprovechando esta oportunidad, busca a Rin para el Proyecto Cenicienta, solo para ser rechazada. ¿Podrá el productor encontrar dos miembros más para su grupo de ídolos?",1,Finalizado,12,7.9,Música,,
https://www3.animeflv.net/anime/pokemon-pikachu-kore-nan-no-kagi,"Pokemon: Pikachu, Kore Nan no Kagi?",OVA,,Especial de la película de Pokemon XY: Hakai no Mayu to Diancie,1,Finalizado,1,8.7,Comedia,Fantasía,Aventuras
